Horse,Date,Track,Distance,Finish_Pos,Barrier,Weight,Margin,SP,Condition
Arianna's Gold,11-Mar-25,TRIAL Longford,800m,3/4,,,,,
A Queens Buzz,12-Apr-26,Hobart,1400m,4/9,,,,,
A Queens Buzz,22-Mar-26,Hobart,1600m,4/10,,,,,
A Queens Buzz,13-Mar-26,Launceston,1600m,6/13,,,,,
A Queens Buzz,15-Feb-26,Hobart,1430m,8/11,,,,,
A Queens Buzz,06-Feb-26,Hobart,1390m,3/12,,,,,
A Queens Buzz,23-Jan-26,Launceston,1400m,3/14,,,,,
A Queens Buzz,09-Jan-26,Launceston,1400m,4/13,,,,,
A Queens Buzz,28-Dec-25,Hobart,1100m,8/11,,,,,
A Queens Buzz,05-Dec-25,Hobart,1100m,9/11,,,,,
A Queens Buzz,10-Nov-25,TRIAL Hobart,800m,2/5,,,,,
A Queens Buzz,14-Mar-25,Launceston,1120m,5/8,,,,,
A Queens Buzz,17-Feb-25,TRIAL Hobart,800m,2/6,,,,,
A Queens Buzz,03-Jan-25,Hobart,1000m,7/10,,,,,
A Queens Buzz,15-Dec-24,Hobart,1000m,8/11,,,,,
A Queens Buzz,05-Dec-24,TRIAL Longford,800m,2/5,,,,,
Misstifly,18-Jan-26,Dos Hermanas,1800m,3/7,,,,,
Misstifly,21-Dec-25,Dos Hermanas,1600m,3/10,,,,,
Misstifly,30-Nov-25,La Zarzuela,1600m,4/11,,,,,
Misstifly,02-Nov-25,La Zarzuela,1500m,1/15,,,,,
Misstifly,05-Oct-25,La Zarzuela,1400m,3/11,,,,,
Misstifly,21-Sep-25,La Zarzuela,1500m,8/12,,,,,
Misstifly,26-Jul-25,La Zarzuela,1800m,3/4,,,,,
Misstifly,17-Jul-25,La Zarzuela,1700m,3/5,,,,,
Misstifly,03-Jul-25,La Zarzuela,1700m,4/7,,,,,
Misstifly,21-Apr-23,Saint-Cloud,900m,9/10,,,,,
Misstifly,11-Apr-23,La Teste De Buch,1000m,5/9,,,,,
Gee Whizzer,14-Dec-25,Dos Hermanas,1800m,6/9,,,,,
Gee Whizzer,23-Nov-25,La Zarzuela,1800m,1/19,,,,,
Gee Whizzer,19-Oct-25,La Zarzuela,1600m,6/13,,,,,
Gee Whizzer,17-Jul-25,La Zarzuela,1700m,5/10,,,,,
Gee Whizzer,03-Jul-25,La Zarzuela,1700m,6/10,,,,,
Gee Whizzer,08-Jun-25,La Zarzuela,1800m,4/12,,,,,
Gee Whizzer,04-May-25,La Zarzuela,1800m,15/19,,,,,
Gee Whizzer,13-Apr-25,La Zarzuela,1800m,1/13,,,,,
Gee Whizzer,05-Nov-24,Bordeaux Le Bouscat,1400m,5/12,,,,,
Gee Whizzer,08-Sep-24,San Sebastian,1400m,10/10,,,,,
Gee Whizzer,23-Aug-24,San Sebastian,1600m,7/9,,,,,
Gee Whizzer,21-Jul-24,San Sebastian,1400m,10/11,,,,,
Gee Whizzer,19-Jun-24,Toulouse,1400m,9/10,,,,,
Gee Whizzer,06-Jun-24,San Sebastian,1600m,7/8,,,,,
Gee Whizzer,28-May-24,Toulouse,1200m,5/10,,,,,
Gee Whizzer,01-May-24,Dax,1200m,3/6,,,,,
Gee Whizzer,13-Apr-24,Tarbes,1500m,7/10,,,,,
Gee Whizzer,20-Mar-24,Marseille-borely,1700m,5/5,,,,,
Gee Whizzer,08-Mar-24,Chantilly,1400m,5/11,,,,,
Gee Whizzer,18-Feb-24,Dos Hermanas,1800m,4/7,,,,,
Gee Whizzer,02-Feb-24,Pau,1600m,6/8,,,,,
Gee Whizzer,18-Jan-24,Cagnes-sur-Mer,1600m,1/10,,,,,
Gee Whizzer,31-Dec-23,Pau,1600m,4/13,,,,,
Gee Whizzer,19-Dec-23,Pau,1600m,5/7,,,,,
Gee Whizzer,09-Sep-23,Dax,1200m,7/9,,,,,
Gee Whizzer,30-Aug-23,Compiegne,1400m,8/10,,,,,
Gee Whizzer,19-Aug-23,Deauville,1200m,7/9,,,,,
Gee Whizzer,20-Jul-23,Vichy,1400m,8/9,,,,,
Gee Whizzer,11-Jul-23,Le Lion D'angers,1400m,3/5,,,,,
Gee Whizzer,04-Jul-23,Aix-Les-Bains,1200m,1/6,,,,,
Gee Whizzer,24-Jun-23,Compiegne,1400m,9/14,,,,,
Irish Breath,04-Jan-26,La Zarzuela,1900m,3/8,,,,,
Irish Breath,23-Nov-25,La Zarzuela,1800m,4/19,,,,,
Irish Breath,12-Oct-25,La Zarzuela,1600m,7/8,,,,,
Irish Breath,28-Sep-25,La Zarzuela,1800m,9/12,,,,,
Irish Breath,17-Jul-25,La Zarzuela,1700m,5/5,,,,,
Irish Breath,08-Jun-25,La Zarzuela,1800m,3/11,,,,,
Irish Breath,04-May-25,La Zarzuela,1800m,1/19,,,,,
Afrodita,16-Mar-26,Gulfstream,1509m,6/6,,,,,
Afrodita,19-Jan-26,Gulfstream,1609m,9/10,,,,,
Afrodita,22-Dec-25,Gulfstream,1710m,4/7,,,,,
Afrodita,29-Nov-25,Churchill Downs,1810m,6/9,,,,,
Afrodita,28-Sep-25,Hipodromo de las Americas,1800m,2/9,,,,,
Afrodita,24-Aug-25,Hipodromo de las Americas,1700m,1/8,,,,,
Afrodita,28-Jun-25,Hipodromo de las Americas,1610m,4/7,,,,,
Afrodita,31-May-25,Hipodromo de las Americas,1510m,2/7,,,,,
Afrodita,14-Dec-24,Hipodromo de las Americas,1710m,2/8,,,,,
Afrodita,09-Nov-24,Hipodromo de las Americas,1610m,1/10,,,,,
Afrodita,12-Oct-24,Hipodromo de las Americas,1510m,4/11,,,,,
Afrodita,14-Sep-24,Hipodromo de las Americas,1310m,1/8,,,,,
Loba,16-Nov-25,La Zarzuela,2100m,3/13,,,,,
Loba,26-Oct-25,La Zarzuela,1800m,5/14,,,,,
Loba,28-Sep-25,La Zarzuela,1800m,3/12,,,,,
Loba,31-Jul-25,La Zarzuela,2400m,4/5,,,,,
Loba,19-Jul-25,La Zarzuela,1900m,1/6,,,,,
Loba,21-Jun-25,La Zarzuela,2000m,5/15,,,,,
Loba,01-Jun-25,La Zarzuela,2400m,10/14,,,,,
Santa Monica,14-Dec-25,Dos Hermanas,1800m,4/9,,,,,
Santa Monica,16-Nov-25,La Zarzuela,2100m,7/13,,,,,
Santa Monica,26-Oct-25,La Zarzuela,1800m,4/14,,,,,
Santa Monica,28-Sep-25,La Zarzuela,1800m,2/12,,,,,
Santa Monica,05-Jul-25,La Zarzuela,1700m,4/4,,,,,
Santa Monica,14-Jun-25,La Zarzuela,1400m,3/8,,,,,
Santa Monica,30-Mar-25,La Zarzuela,1400m,12/12,,,,,
Delacroix,28-Dec-25,Dos Hermanas,1800m,5/9,,,,,
Delacroix,05-Oct-25,La Zarzuela,2200m,12/13,,,,,
Delacroix,11-Sep-25,La Zarzuela,2100m,7/12,,,,,
Catallaxy,25-Jan-26,Dos Hermanas,1900m,1/10,,,,,
Catallaxy,28-Dec-25,Dos Hermanas,1800m,9/9,,,,,
Catallaxy,14-Dec-25,Dos Hermanas,1800m,3/10,,,,,
Catallaxy,23-Nov-25,La Zarzuela,1400m,8/9,,,,,
Catallaxy,20-Apr-25,La Zarzuela,1800m,15/17,,,,,
Catallaxy,23-Feb-25,Dos Hermanas,1500m,5/8,,,,,
Catallaxy,26-Jan-25,Dos Hermanas,1600m,8/8,,,,,
Catallaxy,15-Oct-24,Kempton,1610m,8/9,,,,,
Sky Pilot,14-Feb-26,Turffontein,1160m,6/8,,,,,
Sky Pilot,15-Jan-26,Vaal,1200m,7/9,,,,,
Sky Pilot,03-Jan-26,Turffontein,1160m,3/12,,,,,
Sky Pilot,20-Dec-25,Vaal,1200m,3/13,,,,,
Sky Pilot,19-Nov-25,Kenilworth,1400m,6/10,,,,,
Sky Pilot,08-Nov-25,Kenilworth,1200m,6/12,,,,,
Willow Charm,26-Mar-26,Vaal,1450m,5/11,,,,,
Willow Charm,19-Mar-26,Turffontein,1200m,5/9,,,,,
Willow Charm,05-Mar-26,Vaal,1600m,4/9,,,,,
Willow Charm,21-Feb-26,Turffontein,1160m,4/8,,,,,
Willow Charm,14-Feb-26,Turffontein,1160m,3/8,,,,,
Willow Charm,27-Dec-25,Turffontein,1160m,6/14,,,,,
Willow Charm,09-Nov-25,Turffontein,1160m,5/8,,,,,
Willow Charm,09-Aug-25,Turffontein,1160m,5/8,,,,,
Willow Charm,02-Aug-25,Turffontein,1000m,5/7,,,,,
Willow Charm,19-Jul-25,Turffontein,1400m,9/10,,,,,
Willow Charm,10-Jul-25,Turffontein,1000m,4/8,,,,,
Willow Charm,08-Jun-25,Turffontein,1000m,6/7,,,,,
Arizona Magic,07-Mar-26,Turffontein,1160m,2/11,,,,,
Arizona Magic,21-Feb-26,Turffontein,1160m,3/8,,,,,
Arizona Magic,22-Jan-26,Vaal,1600m,5/11,,,,,
Arizona Magic,08-Jan-26,Vaal,1450m,11/15,,,,,
Arizona Magic,04-Dec-25,Turffontein,1800m,13/13,,,,,
Arizona Magic,20-Nov-25,Vaal,1400m,6/13,,,,,
Arizona Magic,04-Nov-25,Vaal,1400m,11/18,,,,,
Arizona Magic,16-Oct-25,Turffontein,1600m,3/8,,,,,
Arizona Magic,30-Sep-25,Vaal,1200m,5/12,,,,,
Arizona Magic,23-Aug-25,Turffontein,1000m,4/8,,,,,
Captain's Express,28-Mar-26,Vaal,1200m,7/10,,,,,
Captain's Express,07-Dec-25,Turffontein,1160m,11/13,,,,,
Flotilla,28-Nov-20,Chelmsford City,1410m,5/11,,,,,
Flotilla,08-Nov-20,Chelmsford City,1010m,8/11,,,,,
Flotilla,14-Oct-20,Bath,1010m,7/7,,,,,
Flotilla,17-Sep-20,Yarmouth,1210m,8/8,,,,,
Flotilla,29-Aug-20,Goodwood,1210m,9/9,,,,,
Stage One,26-Mar-26,Vaal,1000m,3/9,,,,,
Stage One,12-Mar-26,Turffontein,1450m,8/8,,,,,
Stage One,14-Feb-26,Turffontein,1160m,7/9,,,,,
Stage One,29-Nov-25,Turffontein,800m,15/15,,,,,
Sabalenka,31-Mar-26,Vaal,1200m,2/12,,,,,
Peisha Boogie,25-Mar-26,Kochi,1300m,8/10,,,,,
Peisha Boogie,10-Mar-26,Kochi,1600m,9/11,,,,,
Peisha Boogie,25-Feb-26,Kochi,1400m,4/10,,,,,
Peisha Boogie,11-Feb-26,Kochi,1300m,9/11,,,,,
Peisha Boogie,27-Jan-26,Kochi,1600m,8/11,,,,,
Peisha Boogie,12-Jan-26,Kochi,1400m,5/12,,,,,
Peisha Boogie,31-Dec-25,Kochi,1300m,7/12,,,,,
Peisha Boogie,21-Dec-25,Kochi,1400m,3/11,,,,,
Peisha Boogie,07-Dec-25,Kochi,1300m,7/11,,,,,
Peisha Boogie,24-Nov-25,Kochi,1600m,3/8,,,,,
Peisha Boogie,09-Nov-25,Kochi,1400m,2/8,,,,,
Peisha Boogie,26-Oct-25,Kochi,1300m,4/12,,,,,
Peisha Boogie,12-Oct-25,Kochi,1600m,6/10,,,,,
Peisha Boogie,15-Sep-25,Nakayama,1200m,7/16,,,,,
Peisha Boogie,03-Aug-25,Niigata,1200m,6/15,,,,,
Peisha Boogie,21-Jun-25,Tokyo,1400m,6/16,,,,,
Peisha Boogie,31-May-25,Tokyo,1400m,4/16,,,,,
Peisha Boogie,11-May-25,Tokyo,1400m,6/16,,,,,
Peisha Boogie,19-Apr-25,Fukushima,1200m,16/16,,,,,
Elegant Wink,22-Mar-26,Kochi,1400m,3/9,,,,,
Elegant Wink,08-Mar-26,Kochi,1600m,6/10,,,,,
Elegant Wink,22-Feb-26,Kochi,1400m,2/11,,,,,
Elegant Wink,08-Feb-26,Kochi,1400m,6/12,,,,,
Elegant Wink,25-Jan-26,Kochi,1400m,5/9,,,,,
Elegant Wink,12-Jan-26,Kochi,1600m,3/8,,,,,
Elegant Wink,31-Dec-25,Kochi,1400m,2/12,,,,,
Elegant Wink,14-Dec-25,Kochi,1300m,6/12,,,,,
Elegant Wink,30-Nov-25,Kochi,1300m,2/12,,,,,
Elegant Wink,15-Nov-25,Kochi,1400m,9/12,,,,,
Elegant Wink,01-Nov-25,Kochi,1400m,7/12,,,,,
Elegant Wink,19-Oct-25,Kochi,1300m,8/10,,,,,
Elegant Wink,05-Oct-25,Kochi,1400m,6/12,,,,,
Elegant Wink,07-Sep-25,Nakayama,2880m,13/13,,,,,
Elegant Wink,26-Jan-25,Nakayama,1200m,14/14,,,,,
Elegant Wink,11-Jan-25,Nakayama,1600m,10/10,,,,,
Elegant Wink,29-Oct-24,Funabashi,1200m,11/12,,,,,
Elegant Wink,23-Sep-24,Funabashi,1200m,9/12,,,,,
Elegant Wink,22-May-24,Urawa,1400m,9/12,,,,,
Elegant Wink,01-May-24,Funabashi,1200m,12/12,,,,,
Elegant Wink,12-Apr-24,Funabashi,1200m,12/12,,,,,
Elegant Wink,11-Jan-24,Urawa,1400m,4/12,,,,,
Elegant Wink,16-Dec-23,Funabashi,1200m,1/8,,,,,
Elegant Wink,01-Dec-23,Funabashi,1000m,1/5,,,,,
Maru Ashi Orion,25-Mar-26,Kochi,1300m,6/10,,,,,
Maru Ashi Orion,17-Mar-26,Kochi,1400m,6/12,,,,,
Maru Ashi Orion,03-Mar-26,Kochi,1300m,5/9,,,,,
Maru Ashi Orion,23-Feb-26,Kochi,1400m,5/12,,,,,
Maru Ashi Orion,11-Feb-26,Kochi,1300m,6/12,,,,,
Maru Ashi Orion,03-Feb-26,Kochi,1400m,7/10,,,,,
Maru Ashi Orion,21-Jan-26,Kochi,1300m,7/9,,,,,
Maru Ashi Orion,12-Jan-26,Kochi,1400m,6/10,,,,,
Maru Ashi Orion,01-Jan-26,Kochi,1300m,5/8,,,,,
Maru Ashi Orion,21-Dec-25,Kochi,1400m,7/10,,,,,
Maru Ashi Orion,07-Dec-25,Kochi,1300m,9/12,,,,,
Maru Ashi Orion,24-Nov-25,Kochi,1600m,7/10,,,,,
Maru Ashi Orion,09-Nov-25,Kochi,1400m,12/12,,,,,
Maru Ashi Orion,25-Oct-25,Kochi,1300m,10/12,,,,,
Maru Ashi Orion,11-Oct-25,Kochi,1600m,7/9,,,,,
Maru Ashi Orion,27-Sep-25,Kochi,1300m,12/12,,,,,
Maru Ashi Orion,14-Sep-25,Kochi,1400m,12/12,,,,,
Maru Ashi Orion,06-Aug-25,Sonoda,1400m,1/10,,,,,
Maru Ashi Orion,23-Jul-25,Sonoda,1400m,2/10,,,,,
Maru Ashi Orion,09-Jul-25,Sonoda,1400m,5/10,,,,,
Maru Ashi Orion,27-Jun-25,Sonoda,1400m,3/12,,,,,
Maru Ashi Orion,06-Jun-25,Sonoda,1400m,9/12,,,,,
Maru Ashi Orion,23-May-25,Sonoda,1400m,8/11,,,,,
Maru Ashi Orion,30-Apr-25,Sonoda,1400m,7/12,,,,,
Maru Ashi Orion,08-Apr-25,Sonoda,1400m,9/11,,,,,
Maru Ashi Orion,18-Mar-25,Sonoda,1400m,7/12,,,,,
Maru Ashi Orion,25-Feb-25,Himeji,1400m,8/12,,,,,
Maru Ashi Orion,06-Feb-25,Himeji,1400m,5/9,,,,,
Maru Ashi Orion,16-Jan-25,Sonoda,1400m,5/7,,,,,
Silver Niece,23-Mar-26,Kochi,1600m,3/8,,,,,
Silver Niece,17-Mar-26,Kochi,1400m,2/7,,,,,
Silver Niece,10-Mar-26,Kochi,1300m,6/10,,,,,
Silver Niece,25-Feb-26,Kochi,1400m,1/11,,,,,
Silver Niece,18-Feb-26,Kochi,1600m,7/8,,,,,
Silver Niece,15-Nov-25,Tokyo,1400m,14/16,,,,,
Silver Niece,25-Oct-25,Niigata,1800m,12/14,,,,,
Silver Niece,27-Sep-25,Nakayama,1800m,10/16,,,,,
Silver Niece,15-Sep-25,Nakayama,1800m,11/16,,,,,
Silver Niece,12-Jul-25,Fukushima,1700m,15/15,,,,,
Silver Niece,07-Jun-25,Tokyo,1600m,12/16,,,,,
Silver Niece,18-May-25,Niigata,1800m,10/14,,,,,
Silver Niece,02-Mar-25,Kokura,1700m,7/14,,,,,
Silver Niece,16-Feb-25,Kokura,1800m,12/16,,,,,
Silver Niece,14-Sep-24,Nakayama,1800m,7/15,,,,,
Silver Niece,07-Jul-24,Fukushima,1800m,11/16,,,,,
Silver Niece,16-Jun-24,Tokyo,1600m,6/13,,,,,
Silver Niece,21-Apr-24,Tokyo,1600m,7/12,,,,,
Silver Niece,17-Feb-24,Tokyo,1600m,10/16,,,,,
Silver Niece,04-Feb-24,Tokyo,1600m,5/15,,,,,
Silver Niece,03-Dec-23,Nakayama,1800m,7/11,,,,,
Silver Niece,19-Nov-23,Tokyo,1600m,11/16,,,,,
Silver Niece,04-Nov-23,Tokyo,1600m,5/11,,,,,
Silver Niece,09-Oct-23,Tokyo,1600m,2/14,,,,,
Silver Niece,25-Jun-23,Tokyo,1600m,1/16,,,,,
Silver Niece,04-Jun-23,Tokyo,1600m,3/16,,,,,
Silver Niece,13-May-23,Tokyo,1600m,3/16,,,,,
Silver Niece,15-Apr-23,Fukushima,2000m,12/16,,,,,
Silver Niece,28-Jan-23,Kokura,2000m,6/10,,,,,
Silver Niece,07-Jan-23,Nakayama,2000m,4/17,,,,,
Silver Niece,05-Nov-22,Tokyo,1800m,4/11,,,,,
Silver Niece,18-Sep-22,Nakayama,2000m,2/14,,,,,
Silver Niece,24-Jul-22,Fukushima,1800m,4/12,,,,,
Lala Jacaranda,08-Mar-26,Kochi,1300m,8/12,,,,,
Lala Jacaranda,15-Feb-26,Kochi,1300m,1/11,,,,,
Lala Jacaranda,01-Feb-26,Kochi,1400m,2/9,,,,,
Lala Jacaranda,10-Jan-26,Kochi,1300m,1/9,,,,,
Lala Jacaranda,28-Dec-25,Kochi,1300m,2/8,,,,,
Lala Jacaranda,13-Dec-25,Kochi,1300m,7/9,,,,,
Lala Jacaranda,30-Oct-25,Mombetsu,1000m,1/11,,,,,
Lala Jacaranda,15-Oct-25,Mombetsu,1200m,6/12,,,,,
Lala Jacaranda,02-Oct-25,Mombetsu,1200m,3/8,,,,,
Lala Jacaranda,17-Sep-25,Mombetsu,1200m,1/12,,,,,
Lala Jacaranda,03-Sep-25,Mombetsu,1200m,3/10,,,,,
Lala Jacaranda,20-Aug-25,Mombetsu,1200m,2/11,,,,,
Lala Jacaranda,06-Aug-25,Mombetsu,1200m,4/12,,,,,
Lala Jacaranda,17-Jul-25,Mombetsu,1000m,6/12,,,,,
Lala Jacaranda,12-Jun-25,Mombetsu,1000m,6/8,,,,,
Lala Jacaranda,27-May-25,Mombetsu,1000m,3/9,,,,,
Smile,25-Mar-26,Kochi,1600m,10/10,,,,,
Smile,18-Mar-26,Kochi,1400m,6/9,,,,,
Smile,02-Mar-26,Kochi,1300m,8/12,,,,,
Smile,18-Feb-26,Kochi,1600m,7/10,,,,,
Smile,11-Feb-26,Kochi,1300m,6/11,,,,,
Smile,26-Jan-26,Kochi,1600m,8/9,,,,,
Smile,21-Jan-26,Kochi,1300m,7/8,,,,,
Smile,01-Jan-26,Kochi,1300m,6/9,,,,,
Smile,20-Dec-25,Kochi,1400m,9/10,,,,,
Smile,07-Dec-25,Kochi,1300m,10/11,,,,,
Smile,23-Nov-25,Kochi,1600m,8/9,,,,,
Smile,08-Nov-25,Kochi,1400m,8/9,,,,,
Smile,25-Oct-25,Kochi,1300m,10/10,,,,,
Smile,12-Oct-25,Kochi,1600m,9/10,,,,,
Smile,28-Sep-25,Kochi,1400m,8/11,,,,,
Smile,13-Sep-25,Kochi,1300m,11/11,,,,,
Smile,02-Aug-25,Kochi,1400m,6/9,,,,,
Smile,19-Jul-25,Kochi,1300m,7/9,,,,,
Smile,05-Jul-25,Kochi,800m,5/8,,,,,
Smile,22-Jun-25,Kochi,1400m,6/11,,,,,
Smile,08-Jun-25,Kochi,1300m,7/11,,,,,
Smile,25-May-25,Kochi,1400m,7/9,,,,,
Smile,11-May-25,Kochi,1300m,9/10,,,,,
Smile,27-Apr-25,Kochi,1400m,8/9,,,,,
Smile,13-Apr-25,Kochi,1300m,10/10,,,,,
Smile,19-Mar-25,Kochi,1300m,6/9,,,,,
Smile,05-Mar-25,Kochi,1400m,6/8,,,,,
Smile,19-Feb-25,Kochi,1400m,4/8,,,,,
Smile,05-Feb-25,Kochi,1400m,6/8,,,,,
Smile,21-Jan-25,Kochi,1400m,10/12,,,,,
Smile,08-Jan-25,Kochi,1300m,2/9,,,,,
Smile,01-Jan-25,Kochi,1300m,4/7,,,,,
Smile,22-Dec-24,Kochi,1300m,8/11,,,,,
Smile,24-Nov-24,Kochi,1300m,8/11,,,,,
Smile,10-Nov-24,Kochi,1400m,2/12,,,,,
Smile,27-Oct-24,Kochi,1300m,7/10,,,,,
Smile,14-Oct-24,Kochi,1400m,4/9,,,,,
Smile,29-Sep-24,Kochi,1300m,6/10,,,,,
Smile,16-Sep-24,Kochi,1300m,8/12,,,,,
Smile,04-Aug-24,Kochi,1400m,4/8,,,,,
Smile,21-Jul-24,Kochi,1400m,5/8,,,,,
Smile,07-Jul-24,Kochi,800m,6/8,,,,,
Smile,23-Jun-24,Kochi,1400m,4/9,,,,,
Smile,09-Jun-24,Kochi,1300m,9/12,,,,,
Smile,26-May-24,Kochi,1400m,5/10,,,,,
Smile,12-May-24,Kochi,1300m,6/11,,,,,
Smile,29-Apr-24,Kochi,1400m,4/11,,,,,
Smile,14-Apr-24,Kochi,1300m,7/11,,,,,
Smile,20-Mar-24,Kochi,1600m,9/10,,,,,
Smile,06-Mar-24,Kochi,1400m,10/10,,,,,
Smile,21-Feb-24,Kochi,1400m,12/12,,,,,
Smile,07-Feb-24,Kochi,1400m,9/10,,,,,
Smile,24-Jan-24,Kochi,1400m,7/8,,,,,
Smile,30-Dec-23,Mizusawa,1400m,9/10,,,,,
Smile,28-Sep-23,Kasamatsu,1900m,9/9,,,,,
Smile,15-Sep-23,Kasamatsu,1400m,8/8,,,,,
Smile,16-Jul-23,Chukyo,1800m,14/15,,,,,
Smile,03-Jun-23,Tokyo,1600m,11/16,,,,,
Smile,07-May-23,Tokyo,2400m,9/17,,,,,
Smile,17-Jul-22,Hakodate,2000m,8/16,,,,,
Smile,08-May-22,Niigata,2000m,10/15,,,,,
Smile,26-Mar-22,Nakayama,2500m,7/15,,,,,
Smile,23-Jan-22,Nakayama,2200m,8/14,,,,,
Smile,10-Jan-22,Nakayama,2200m,1/15,,,,,
Smile,10-Jul-21,Fukushima,2000m,6/13,,,,,
Smile,20-Mar-21,Nakayama,2000m,1/9,,,,,
Smile,21-Feb-21,Tokyo,2000m,2/9,,,,,
Smile,16-Jan-21,Chukyo,2200m,2/10,,,,,
Smile,27-Dec-20,Nakayama,2500m,2/16,,,,,
Smile,22-Aug-20,Sapporo,2600m,4/9,,,,,
Smile,20-Jun-20,Tokyo,2400m,4/14,,,,,
Reward Pasion,25-Mar-26,Kochi,1300m,3/10,,,,,
Reward Pasion,17-Mar-26,Kochi,1400m,4/12,,,,,
Reward Pasion,03-Mar-26,Kochi,1300m,2/7,,,,,
Reward Pasion,17-Feb-26,Kochi,1600m,8/11,,,,,
Reward Pasion,02-Feb-26,Kochi,1400m,8/12,,,,,
Reward Pasion,20-Jan-26,Kochi,1300m,11/12,,,,,
Reward Pasion,01-Jan-26,Kochi,1300m,4/12,,,,,
Reward Pasion,21-Dec-25,Kochi,1400m,3/11,,,,,
Reward Pasion,07-Dec-25,Kochi,1300m,3/10,,,,,
Reward Pasion,24-Nov-25,Kochi,1600m,4/8,,,,,
Reward Pasion,30-Aug-25,Sapporo,2000m,10/16,,,,,
Reward Pasion,19-Jul-25,Fukushima,2000m,9/16,,,,,
Reward Pasion,29-Jun-25,Fukushima,2000m,8/15,,,,,
Reward Pasion,08-Jun-25,Tokyo,1800m,8/17,,,,,
Reward Pasion,22-Feb-25,Tokyo,2400m,15/18,,,,,
Reward Pasion,25-Jan-25,Nakayama,2000m,12/18,,,,,
Eternal Lies,24-Mar-26,Kochi,1300m,8/10,,,,,
Eternal Lies,17-Mar-26,Kochi,1400m,12/12,,,,,
Eternal Lies,23-Feb-26,Kochi,1400m,2/12,,,,,
Eternal Lies,03-Feb-26,Kochi,1400m,4/9,,,,,
Eternal Lies,12-Jan-26,Kochi,1400m,11/12,,,,,
Eternal Lies,21-Dec-25,Kochi,1400m,11/11,,,,,
Eternal Lies,07-Dec-25,Kochi,1300m,10/11,,,,,
Eternal Lies,24-Nov-25,Kochi,1600m,10/10,,,,,
Eternal Lies,09-Nov-25,Kochi,1400m,2/10,,,,,
Eternal Lies,26-Oct-25,Kochi,1300m,7/10,,,,,
Eternal Lies,12-Oct-25,Kochi,1600m,5/10,,,,,
Eternal Lies,28-Sep-25,Kochi,1300m,1/10,,,,,
Eternal Lies,14-Sep-25,Kochi,1400m,7/11,,,,,
Eternal Lies,03-Aug-25,Kochi,1300m,3/12,,,,,
Eternal Lies,19-Jul-25,Kochi,800m,3/8,,,,,
Eternal Lies,06-Jul-25,Kochi,1400m,2/11,,,,,
Eternal Lies,08-Jun-25,Kochi,1400m,2/11,,,,,
Eternal Lies,25-May-25,Kochi,1300m,5/11,,,,,
Eternal Lies,12-Apr-25,Fukushima,1200m,14/16,,,,,
Eternal Lies,11-Jan-25,Nakayama,1600m,16/16,,,,,
Eternal Lies,03-Nov-24,Tokyo,1400m,7/16,,,,,
Blanca Angel,24-Mar-26,Kochi,1300m,6/10,,,,,
Blanca Angel,17-Mar-26,Kochi,1400m,7/12,,,,,
Blanca Angel,03-Mar-26,Kochi,1300m,3/7,,,,,
Blanca Angel,17-Feb-26,Kochi,1600m,5/11,,,,,
Blanca Angel,02-Feb-26,Kochi,1400m,6/12,,,,,
Blanca Angel,21-Jan-26,Kochi,1300m,2/9,,,,,
Blanca Angel,01-Jan-26,Kochi,1300m,6/8,,,,,
Blanca Angel,21-Dec-25,Kochi,1400m,4/11,,,,,
Blanca Angel,06-Dec-25,Kochi,1600m,6/11,,,,,
Blanca Angel,24-Nov-25,Kochi,1600m,6/8,,,,,
Blanca Angel,09-Nov-25,Kochi,1400m,8/10,,,,,
Blanca Angel,12-Oct-25,Kochi,1600m,4/10,,,,,
Blanca Angel,28-Sep-25,Kochi,1300m,6/9,,,,,
Blanca Angel,14-Sep-25,Kochi,1400m,7/12,,,,,
Blanca Angel,02-Aug-25,Kochi,1300m,7/12,,,,,
Blanca Angel,20-Jul-25,Kochi,1600m,8/11,,,,,
Blanca Angel,05-Jul-25,Kochi,1400m,3/10,,,,,
Blanca Angel,21-Jun-25,Kochi,1600m,6/10,,,,,
Blanca Angel,08-Jun-25,Kochi,1400m,9/11,,,,,
Blanca Angel,24-May-25,Kochi,1300m,9/10,,,,,
Blanca Angel,10-May-25,Kochi,1600m,7/10,,,,,
Blanca Angel,26-Apr-25,Kochi,1300m,2/8,,,,,
Blanca Angel,12-Apr-25,Kochi,1400m,5/10,,,,,
Blanca Angel,23-Mar-25,Kochi,1300m,8/12,,,,,
Blanca Angel,09-Mar-25,Kochi,1300m,7/11,,,,,
Blanca Angel,23-Feb-25,Kochi,1300m,9/10,,,,,
Blanca Angel,16-Feb-25,Kochi,1300m,11/11,,,,,
Blanca Angel,02-Feb-25,Kochi,1300m,2/7,,,,,
Blanca Angel,19-Jan-25,Kochi,1400m,5/6,,,,,
Blanca Angel,05-Jan-25,Kochi,1400m,8/9,,,,,
Blanca Angel,28-Dec-24,Kochi,1300m,1/9,,,,,
Blanca Angel,14-Dec-24,Kochi,1300m,5/11,,,,,
Blanca Angel,30-Nov-24,Kochi,1300m,3/12,,,,,
Blanca Angel,17-Nov-24,Kochi,1300m,5/11,,,,,
Blanca Angel,03-Nov-24,Kochi,1300m,6/12,,,,,
Blanca Angel,19-Oct-24,Kochi,1300m,3/8,,,,,
