Horse,Category,Starts,1st,2nd,3rd,Win%,Place%,Odds,ROI
Miss Kassiopi,Third Up,4,-,1,2,0%,75%,$0,-100%
Polkaface,Career,7,-,-,1,0%,15%,$0,-100%
Polkaface,12 Mths,3,-,-,1,0%,34%,$0,-100%
Polkaface,Last 10,7,-,-,1,0%,15%,$0,-100%
Polkaface,Good,2,-,-,-,0%,0%,$0,-100%
Polkaface,Soft,4,-,-,1,0%,25%,$0,-100%
Polkaface,Heavy,1,-,-,-,0%,0%,$0,-100%
Polkaface,Turf,7,-,-,1,0%,15%,$0,-100%
Polkaface,2401m+,7,-,-,1,0%,15%,$0,-100%
Polkaface,$0 - $5000,2,-,-,-,0%,0%,$0,-100%
Polkaface,$5001 - $10000,4,-,-,1,0%,25%,$0,-100%
Polkaface,$10001 - $20000,1,-,-,-,0%,0%,$0,-100%
Polkaface,59kg+,7,-,-,1,0%,15%,$0,-100%
Polkaface,8 - 10,3,-,-,-,0%,0%,$0,-100%
Polkaface,11 - 12,4,-,-,1,0%,25%,$0,-100%
Polkaface,First Up,2,-,-,-,0%,0%,$0,-100%
Polkaface,Second Up,2,-,-,1,0%,50%,$0,-100%
Polkaface,Third Up,2,-,-,-,0%,0%,$0,-100%
La Belle Argentee,Career,6,-,1,-,0%,17%,$0,-100%
La Belle Argentee,12 Mths,5,-,1,-,0%,20%,$0,-100%
La Belle Argentee,Last 10,6,-,1,-,0%,17%,$0,-100%
La Belle Argentee,Good,1,-,-,-,0%,0%,$0,-100%
La Belle Argentee,Soft,5,-,1,-,0%,20%,$0,-100%
La Belle Argentee,Turf,6,-,1,-,0%,17%,$0,-100%
La Belle Argentee,2401m+,6,-,1,-,0%,17%,$0,-100%
La Belle Argentee,$5001 - $10000,5,-,1,-,0%,20%,$0,-100%
La Belle Argentee,$10001 - $20000,1,-,-,-,0%,0%,$0,-100%
La Belle Argentee,59kg+,6,-,1,-,0%,17%,$0,-100%
La Belle Argentee,6 - 7,2,-,1,-,0%,50%,$0,-100%
La Belle Argentee,8 - 10,3,-,-,-,0%,0%,$0,-100%
La Belle Argentee,11 - 12,1,-,-,-,0%,0%,$0,-100%
La Belle Argentee,First Up,4,-,1,-,0%,25%,$0,-100%
La Belle Argentee,Second Up,1,-,-,-,0%,0%,$0,-100%
La Belle Argentee,Third Up,1,-,-,-,0%,0%,$0,-100%
Feet On The Ground,Career,14,-,4,2,0%,43%,$0,-100%
Feet On The Ground,12 Mths,6,-,2,-,0%,34%,$0,-100%
Feet On The Ground,Last 10,10,-,3,2,0%,50%,$0,-100%
Feet On The Ground,Good,3,-,2,-,0%,67%,$0,-100%
Feet On The Ground,Soft,10,-,2,2,0%,40%,$0,-100%
Feet On The Ground,Heavy,1,-,-,-,0%,0%,$0,-100%
Feet On The Ground,Turf,14,-,4,2,0%,43%,$0,-100%
Feet On The Ground,2401m+,14,-,4,2,0%,43%,$0,-100%
Feet On The Ground,$0 - $5000,3,-,1,-,0%,34%,$0,-100%
Feet On The Ground,$5001 - $10000,11,-,3,2,0%,46%,$0,-100%
Feet On The Ground,59kg+,14,-,4,2,0%,43%,$0,-100%
Feet On The Ground,1 - 5,1,-,1,-,0%,100%,$0,-100%
Feet On The Ground,6 - 7,1,-,1,-,0%,100%,$0,-100%
Feet On The Ground,8 - 10,6,-,2,2,0%,67%,$0,-100%
Feet On The Ground,11 - 12,4,-,-,-,0%,0%,$0,-100%
Feet On The Ground,13 - 15,2,-,-,-,0%,0%,$0,-100%
Feet On The Ground,First Up,5,-,-,1,0%,20%,$0,-100%
Feet On The Ground,Second Up,4,-,2,1,0%,75%,$0,-100%
Feet On The Ground,Third Up,2,-,2,-,0%,100%,$0,-100%
Yanka Blue,Career,10,-,2,1,0%,30%,$0,-100%
Yanka Blue,12 Mths,10,-,2,1,0%,30%,$0,-100%
Yanka Blue,Last 10,10,-,2,1,0%,30%,$0,-100%
Yanka Blue,Good,6,-,1,1,0%,34%,$0,-100%
Yanka Blue,Soft,4,-,1,-,0%,25%,$0,-100%
Yanka Blue,Turf,10,-,2,1,0%,30%,$0,-100%
Yanka Blue,2401m+,10,-,2,1,0%,30%,$0,-100%
Yanka Blue,$0 - $5000,2,-,-,-,0%,0%,$0,-100%
Yanka Blue,$5001 - $10000,8,-,2,1,0%,38%,$0,-100%
Yanka Blue,59kg+,10,-,2,1,0%,30%,$0,-100%
Yanka Blue,1 - 5,1,-,1,-,0%,100%,$0,-100%
Yanka Blue,6 - 7,3,-,-,1,0%,34%,$0,-100%
Yanka Blue,8 - 10,2,-,1,-,0%,50%,$0,-100%
Yanka Blue,11 - 12,2,-,-,-,0%,0%,$0,-100%
Yanka Blue,13 - 15,1,-,-,-,0%,0%,$0,-100%
Yanka Blue,First Up,2,-,-,-,0%,0%,$0,-100%
Yanka Blue,Second Up,1,-,-,-,0%,0%,$0,-100%
Yanka Blue,Third Up,1,-,-,-,0%,0%,$0,-100%
Jlow,Career,18,-,-,3,0%,17%,$0,-100%
Jlow,12 Mths,9,-,-,2,0%,23%,$0,-100%
Jlow,Last 10,10,-,-,2,0%,20%,$0,-100%
Jlow,Good,12,-,-,3,0%,25%,$0,-100%
Jlow,Soft,4,-,-,-,0%,0%,$0,-100%
Jlow,Heavy,1,-,-,-,0%,0%,$0,-100%
Jlow,Turf,17,-,-,3,0%,18%,$0,-100%
Jlow,Cushion,1,-,-,-,0%,0%,$0,-100%
Jlow,1501 - 2000m,3,-,-,-,0%,0%,$0,-100%
Jlow,2001 - 2400m,4,-,-,-,0%,0%,$0,-100%
Jlow,2401m+,11,-,-,3,0%,28%,$0,-100%
Jlow,1 - 3,2,-,-,-,0%,0%,$0,-100%
Jlow,7 - 10,1,-,-,-,0%,0%,$0,-100%
Jlow,11 - 13,1,-,-,-,0%,0%,$0,-100%
Jlow,$5001 - $10000,15,-,-,3,0%,20%,$0,-100%
Jlow,$10001 - $20000,1,-,-,-,0%,0%,$0,-100%
Jlow,$20001 - $35000,2,-,-,-,0%,0%,$0,-100%
Jlow,59kg+,18,-,-,3,0%,17%,$0,-100%
Jlow,6 - 7,1,-,-,-,0%,0%,$0,-100%
Jlow,8 - 10,5,-,-,2,0%,40%,$0,-100%
Jlow,11 - 12,7,-,-,-,0%,0%,$0,-100%
Jlow,13 - 15,4,-,-,1,0%,25%,$0,-100%
Jlow,16+,1,-,-,-,0%,0%,$0,-100%
Jlow,First Up,4,-,-,-,0%,0%,$0,-100%
Jlow,Second Up,3,-,-,-,0%,0%,$0,-100%
Jlow,Third Up,2,-,-,1,0%,50%,$0,-100%
Camshaft,Career,4,1,-,-,25%,25%,$15,275%
Camshaft,12 Mths,4,1,-,-,25%,25%,$15,275%
Camshaft,Last 10,4,1,-,-,25%,25%,$15,275%
Camshaft,Soft,4,1,-,-,25%,25%,$15,275%
Camshaft,Turf,4,1,-,-,25%,25%,$15,275%
Camshaft,2401m+,4,1,-,-,25%,25%,$15,275%
Camshaft,$5001 - $10000,4,1,-,-,25%,25%,$15,275%
Camshaft,59kg+,4,1,-,-,25%,25%,$15,275%
Camshaft,11 - 12,2,1,-,-,50%,50%,$15,650%
Camshaft,13 - 15,1,-,-,-,0%,0%,$0,-100%
Camshaft,16+,1,-,-,-,0%,0%,$0,-100%
Camshaft,First Up,1,-,-,-,0%,0%,$0,-100%
Camshaft,Second Up,1,-,-,-,0%,0%,$0,-100%
Camshaft,Third Up,1,-,-,-,0%,0%,$0,-100%
Milady Du Breuil,Career,4,-,-,-,0%,0%,$0,-100%
Milady Du Breuil,12 Mths,4,-,-,-,0%,0%,$0,-100%
Milady Du Breuil,Last 10,4,-,-,-,0%,0%,$0,-100%
Milady Du Breuil,Good,2,-,-,-,0%,0%,$0,-100%
Milady Du Breuil,Soft,2,-,-,-,0%,0%,$0,-100%
Milady Du Breuil,Turf,4,-,-,-,0%,0%,$0,-100%
Milady Du Breuil,2401m+,4,-,-,-,0%,0%,$0,-100%
Milady Du Breuil,$0 - $5000,1,-,-,-,0%,0%,$0,-100%
Milady Du Breuil,$5001 - $10000,2,-,-,-,0%,0%,$0,-100%
Milady Du Breuil,$10001 - $20000,1,-,-,-,0%,0%,$0,-100%
Milady Du Breuil,59kg+,4,-,-,-,0%,0%,$0,-100%
Milady Du Breuil,1 - 5,1,-,-,-,0%,0%,$0,-100%
Milady Du Breuil,8 - 10,1,-,-,-,0%,0%,$0,-100%
Milady Du Breuil,11 - 12,1,-,-,-,0%,0%,$0,-100%
Milady Du Breuil,13 - 15,1,-,-,-,0%,0%,$0,-100%
Milady Du Breuil,First Up,1,-,-,-,0%,0%,$0,-100%
Milady Du Breuil,Second Up,1,-,-,-,0%,0%,$0,-100%
Milady Du Breuil,Third Up,1,-,-,-,0%,0%,$0,-100%
Paradise Park,Career,6,-,1,-,0%,17%,$0,-100%
Paradise Park,12 Mths,4,-,1,-,0%,25%,$0,-100%
Paradise Park,Last 10,6,-,1,-,0%,17%,$0,-100%
Paradise Park,Good,1,-,-,-,0%,0%,$0,-100%
Paradise Park,Soft,4,-,1,-,0%,25%,$0,-100%
Paradise Park,Heavy,1,-,-,-,0%,0%,$0,-100%
Paradise Park,Turf,6,-,1,-,0%,17%,$0,-100%
Paradise Park,2401m+,6,-,1,-,0%,17%,$0,-100%
Paradise Park,$0 - $5000,1,-,-,-,0%,0%,$0,-100%
Paradise Park,$5001 - $10000,5,-,1,-,0%,20%,$0,-100%
Paradise Park,59kg+,6,-,1,-,0%,17%,$0,-100%
Paradise Park,8 - 10,5,-,-,-,0%,0%,$0,-100%
Paradise Park,11 - 12,1,-,1,-,0%,100%,$0,-100%
Paradise Park,First Up,3,-,-,-,0%,0%,$0,-100%
Paradise Park,Second Up,1,-,-,-,0%,0%,$0,-100%
Paradise Park,Third Up,1,-,-,-,0%,0%,$0,-100%
Lily Grace,Career,7,-,-,-,0%,0%,$0,-100%
Lily Grace,12 Mths,4,-,-,-,0%,0%,$0,-100%
Lily Grace,Last 10,7,-,-,-,0%,0%,$0,-100%
Lily Grace,Good,2,-,-,-,0%,0%,$0,-100%
Lily Grace,Soft,4,-,-,-,0%,0%,$0,-100%
Lily Grace,Heavy,1,-,-,-,0%,0%,$0,-100%
Lily Grace,Turf,7,-,-,-,0%,0%,$0,-100%
Lily Grace,2401m+,7,-,-,-,0%,0%,$0,-100%
Lily Grace,$0 - $5000,1,-,-,-,0%,0%,$0,-100%
Lily Grace,$5001 - $10000,6,-,-,-,0%,0%,$0,-100%
Lily Grace,59kg+,7,-,-,-,0%,0%,$0,-100%
Lily Grace,6 - 7,2,-,-,-,0%,0%,$0,-100%
Lily Grace,8 - 10,2,-,-,-,0%,0%,$0,-100%
Lily Grace,11 - 12,1,-,-,-,0%,0%,$0,-100%
Lily Grace,13 - 15,1,-,-,-,0%,0%,$0,-100%
Lily Grace,16+,1,-,-,-,0%,0%,$0,-100%
Lily Grace,First Up,3,-,-,-,0%,0%,$0,-100%
Lily Grace,Second Up,2,-,-,-,0%,0%,$0,-100%
Lily Grace,Third Up,1,-,-,-,0%,0%,$0,-100%
Half Pint Daisy,Career,7,-,-,-,0%,0%,$0,-100%
Half Pint Daisy,12 Mths,7,-,-,-,0%,0%,$0,-100%
Half Pint Daisy,Last 10,7,-,-,-,0%,0%,$0,-100%
Half Pint Daisy,Soft,7,-,-,-,0%,0%,$0,-100%
Half Pint Daisy,Turf,7,-,-,-,0%,0%,$0,-100%
Half Pint Daisy,2401m+,7,-,-,-,0%,0%,$0,-100%
Half Pint Daisy,$5001 - $10000,7,-,-,-,0%,0%,$0,-100%
Half Pint Daisy,59kg+,7,-,-,-,0%,0%,$0,-100%
Half Pint Daisy,1 - 5,1,-,-,-,0%,0%,$0,-100%
Half Pint Daisy,6 - 7,1,-,-,-,0%,0%,$0,-100%
Half Pint Daisy,11 - 12,4,-,-,-,0%,0%,$0,-100%
Half Pint Daisy,13 - 15,1,-,-,-,0%,0%,$0,-100%
Half Pint Daisy,First Up,2,-,-,-,0%,0%,$0,-100%
Half Pint Daisy,Second Up,1,-,-,-,0%,0%,$0,-100%
Half Pint Daisy,Third Up,1,-,-,-,0%,0%,$0,-100%
Tipperary Star,Career,9,-,1,2,0%,34%,$0,-100%
Tipperary Star,12 Mths,4,-,-,-,0%,0%,$0,-100%
Tipperary Star,Last 10,9,-,1,2,0%,34%,$0,-100%
Tipperary Star,Good,2,-,-,1,0%,50%,$0,-100%
Tipperary Star,Soft,6,-,1,1,0%,34%,$0,-100%
Tipperary Star,Turf,8,-,1,2,0%,38%,$0,-100%
Tipperary Star,2401m+,9,-,1,2,0%,34%,$0,-100%
Tipperary Star,$0 - $5000,2,-,1,1,0%,100%,$0,-100%
Tipperary Star,$5001 - $10000,5,-,-,1,0%,20%,$0,-100%
Tipperary Star,$10001 - $20000,2,-,-,-,0%,0%,$0,-100%
Tipperary Star,59kg+,9,-,1,2,0%,34%,$0,-100%
Tipperary Star,1 - 5,1,-,1,-,0%,100%,$0,-100%
Tipperary Star,6 - 7,1,-,-,-,0%,0%,$0,-100%
Tipperary Star,8 - 10,3,-,-,1,0%,34%,$0,-100%
Tipperary Star,11 - 12,3,-,-,1,0%,34%,$0,-100%
Tipperary Star,13 - 15,1,-,-,-,0%,0%,$0,-100%
Tipperary Star,First Up,3,-,-,1,0%,34%,$0,-100%
Tipperary Star,Second Up,2,-,1,-,0%,50%,$0,-100%
Tipperary Star,Third Up,2,-,-,1,0%,50%,$0,-100%
Fiveminutsofpasion,Career,9,3,2,-,34%,56%,$7,56%
Fiveminutsofpasion,12 Mths,4,2,1,-,50%,75%,$7,250%
Fiveminutsofpasion,Last 10,9,3,2,-,34%,56%,$7,56%
Fiveminutsofpasion,Firm,4,1,-,-,25%,25%,$0,-100%
Fiveminutsofpasion,Turf,4,1,-,-,25%,25%,$0,-100%
Fiveminutsofpasion,1001 - 1300m,9,3,2,-,34%,56%,$7,56%
Fiveminutsofpasion,1 - 3,1,1,-,-,100%,100%,$8.5,750%
Fiveminutsofpasion,4 - 6,5,1,2,-,20%,60%,$5.5,10%
Fiveminutsofpasion,7 - 10,3,1,-,-,34%,34%,$0,-100%
Fiveminutsofpasion,$10001 - $20000,8,3,2,-,38%,63%,$7,75%
Fiveminutsofpasion,$20001 - $35000,1,-,-,-,0%,0%,$0,-100%
Fiveminutsofpasion,59kg+,9,3,2,-,34%,56%,$7,56%
Fiveminutsofpasion,1 - 5,1,-,1,-,0%,100%,$0,-100%
Fiveminutsofpasion,6 - 7,4,2,1,-,50%,75%,$8.5,113%
Fiveminutsofpasion,8 - 10,2,1,-,-,50%,50%,$5.5,175%
Fiveminutsofpasion,11 - 12,2,-,-,-,0%,0%,$0,-100%
Fiveminutsofpasion,First Up,3,1,1,-,34%,67%,$5.5,83%
Fiveminutsofpasion,Second Up,2,1,-,-,50%,50%,$0,-100%
Fiveminutsofpasion,Third Up,2,1,1,-,50%,100%,$8.5,325%
Seems To Whisper,Career,35,5,7,5,15%,49%,$8.92,-24%
Seems To Whisper,12 Mths,8,2,3,2,25%,88%,$8.38,109%
Seems To Whisper,Last 10,10,2,3,3,20%,80%,$8.38,68%
Seems To Whisper,Firm,16,3,3,3,19%,57%,$8.92,67%
Seems To Whisper,Good,6,1,-,-,17%,17%,$0,-100%
Seems To Whisper,Turf,22,4,3,3,19%,46%,$8.92,22%
Seems To Whisper,0 - 1000m,7,1,1,1,15%,43%,$10,43%
Seems To Whisper,1001 - 1300m,20,2,6,4,10%,60%,$8.38,-16%
Seems To Whisper,1301 - 1500m,7,2,-,-,29%,29%,$0,-100%
Seems To Whisper,1501 - 2000m,1,-,-,-,0%,0%,$0,-100%
Seems To Whisper,1 - 3,14,4,3,1,29%,58%,$11.5,64%
Seems To Whisper,4 - 6,15,-,2,4,0%,40%,$0,-100%
Seems To Whisper,7 - 10,6,1,2,-,17%,50%,$3.75,-37%
Seems To Whisper,$5001 - $10000,14,2,5,4,15%,79%,$8.38,20%
Seems To Whisper,$10001 - $20000,15,3,1,1,20%,34%,$10,-33%
Seems To Whisper,$20001 - $35000,3,-,-,-,0%,0%,$0,-100%
Seems To Whisper,$35001 - $75000,3,-,1,-,0%,34%,$0,-100%
Seems To Whisper,59kg+,35,5,7,5,15%,49%,$8.92,-24%
Seems To Whisper,6 - 7,16,2,1,3,13%,38%,$11.5,44%
Seems To Whisper,8 - 10,17,3,6,2,18%,65%,$3.75,-78%
Seems To Whisper,11 - 12,2,-,-,-,0%,0%,$0,-100%
Seems To Whisper,First Up,5,2,2,-,40%,80%,$10,100%
Seems To Whisper,Second Up,5,-,2,1,0%,60%,$0,-100%
Seems To Whisper,Third Up,5,-,1,-,0%,20%,$0,-100%
Lino And Me,Career,22,3,2,4,14%,41%,$4.92,-55%
Lino And Me,12 Mths,15,2,2,2,14%,40%,$4.92,-34%
Lino And Me,Last 10,10,1,1,1,10%,30%,$5.5,-45%
Lino And Me,Firm,18,3,2,3,17%,45%,$4.92,-45%
Lino And Me,Turf,18,3,2,3,17%,45%,$4.92,-45%
Lino And Me,1001 - 1300m,8,2,-,2,25%,50%,$4.33,-46%
Lino And Me,1301 - 1500m,1,-,-,-,0%,0%,$0,-100%
Lino And Me,1501 - 2000m,12,1,2,1,9%,34%,$5.5,-54%
Lino And Me,1 - 3,7,-,1,1,0%,29%,$0,-100%
Lino And Me,4 - 6,8,2,-,2,25%,50%,$4.92,23%
Lino And Me,7 - 10,6,1,-,1,17%,34%,$0,-100%
Lino And Me,11 - 13,1,-,1,-,0%,100%,$0,-100%
Lino And Me,$10001 - $20000,11,3,1,2,28%,55%,$4.92,-11%
Lino And Me,$20001 - $35000,10,-,-,2,0%,20%,$0,-100%
Lino And Me,$35001 - $75000,1,-,1,-,0%,100%,$0,-100%
Lino And Me,59kg+,22,3,2,4,14%,41%,$4.92,-55%
Lino And Me,1 - 5,2,-,1,-,0%,50%,$0,-100%
Lino And Me,6 - 7,11,1,-,3,10%,37%,$4.33,-61%
Lino And Me,8 - 10,8,2,-,1,25%,38%,$5.5,-31%
Lino And Me,11 - 12,1,-,1,-,0%,100%,$0,-100%
Lino And Me,First Up,4,1,-,1,25%,50%,$4.33,8%
Lino And Me,Second Up,3,-,-,-,0%,0%,$0,-100%
Lino And Me,Third Up,3,1,-,2,34%,100%,$0,-100%
Everheart,Career,16,2,1,3,13%,38%,$15,-6%
Everheart,12 Mths,15,1,1,3,7%,34%,$0,-100%
Everheart,Last 10,10,1,1,2,10%,40%,$0,-100%
Everheart,Firm,11,1,1,3,10%,46%,$15,36%
Everheart,Good,1,-,-,-,0%,0%,$0,-100%
Everheart,Turf,12,1,1,3,9%,42%,$15,25%
Everheart,1001 - 1300m,6,2,-,1,34%,50%,$15,150%
Everheart,1301 - 1500m,6,-,-,1,0%,17%,$0,-100%
Everheart,1501 - 2000m,4,-,1,1,0%,50%,$0,-100%
Everheart,1 - 3,3,1,-,-,34%,34%,$0,-100%
Everheart,4 - 6,4,-,-,2,0%,50%,$0,-100%
Everheart,7 - 10,3,-,1,-,0%,34%,$0,-100%
Everheart,$10001 - $20000,12,1,1,3,9%,42%,$15,25%
Everheart,$20001 - $35000,4,1,-,-,25%,25%,$0,-100%
Everheart,59kg+,16,2,1,3,13%,38%,$15,-6%
Everheart,6 - 7,4,1,-,1,25%,50%,$0,-100%
Everheart,8 - 10,5,-,1,-,0%,20%,$0,-100%
Everheart,11 - 12,1,-,-,1,0%,100%,$0,-100%
Everheart,First Up,3,2,-,-,67%,67%,$15,400%
Everheart,Second Up,3,-,-,1,0%,34%,$0,-100%
Everheart,Third Up,3,-,1,1,0%,67%,$0,-100%
Domer Allure,Career,18,3,1,1,17%,28%,$3.47,-42%
Domer Allure,12 Mths,2,-,-,-,0%,0%,$0,-100%
Domer Allure,Last 10,10,1,-,-,10%,10%,$4,-60%
Domer Allure,Firm,6,1,-,-,17%,17%,$4,-33%
Domer Allure,Good,9,2,1,1,23%,45%,$3.2,-29%
Domer Allure,Turf,15,3,1,1,20%,34%,$3.47,-31%
Domer Allure,1001 - 1300m,2,-,-,-,0%,0%,$0,-100%
Domer Allure,1301 - 1500m,5,-,1,1,0%,40%,$0,-100%
Domer Allure,1501 - 2000m,11,3,-,-,28%,28%,$3.47,-5%
Domer Allure,1 - 3,6,1,-,1,17%,34%,$4,-33%
Domer Allure,4 - 6,7,1,-,-,15%,15%,$3,-57%
Domer Allure,7 - 10,4,1,1,-,25%,50%,$3.4,-15%
Domer Allure,11 - 13,1,-,-,-,0%,0%,$0,-100%
Domer Allure,$20001 - $35000,2,-,-,-,0%,0%,$0,-100%
Domer Allure,$35001 - $75000,12,3,1,1,25%,42%,$3.47,-13%
Domer Allure,$75001+,4,-,-,-,0%,0%,$0,-100%
Domer Allure,59kg+,18,3,1,1,17%,28%,$3.47,-42%
Domer Allure,6 - 7,4,1,-,-,25%,25%,$3.4,-15%
Domer Allure,8 - 10,9,2,-,1,23%,34%,$3.5,-22%
Domer Allure,11 - 12,4,-,1,-,0%,25%,$0,-100%
Domer Allure,13 - 15,1,-,-,-,0%,0%,$0,-100%
Domer Allure,First Up,4,-,-,1,0%,25%,$0,-100%
Domer Allure,Second Up,4,1,-,-,25%,25%,$3.4,-15%
Domer Allure,Third Up,3,-,-,-,0%,0%,$0,-100%
Crimson Nights,Career,33,5,4,7,16%,49%,$5.98,-28%
Crimson Nights,12 Mths,10,3,1,-,30%,40%,$2.31,-31%
Crimson Nights,Last 10,10,3,1,-,30%,40%,$2.31,-31%
Crimson Nights,Firm,18,2,3,6,12%,62%,$17,-6%
Crimson Nights,Good,4,-,-,-,0%,0%,$0,-100%
Crimson Nights,Soft,1,-,-,-,0%,0%,$0,-100%
Crimson Nights,Turf,23,2,3,6,9%,48%,$17,-26%
Crimson Nights,1001 - 1300m,24,5,4,5,21%,59%,$5.98,-
Crimson Nights,1301 - 1500m,8,-,-,2,0%,25%,$0,-100%
Crimson Nights,1501 - 2000m,1,-,-,-,0%,0%,$0,-100%
Crimson Nights,1 - 3,12,1,2,2,9%,42%,$2.75,-77%
Crimson Nights,4 - 6,12,2,1,2,17%,42%,$9.34,56%
Crimson Nights,7 - 10,8,2,1,3,25%,75%,$2.5,-69%
Crimson Nights,11 - 13,1,-,-,-,0%,0%,$0,-100%
Crimson Nights,$10001 - $20000,7,3,-,-,43%,43%,$2.31,-1%
Crimson Nights,$20001 - $35000,4,-,-,1,0%,25%,$0,-100%
Crimson Nights,$35001 - $75000,19,2,4,5,11%,58%,$17,-11%
Crimson Nights,$75001+,3,-,-,1,0%,34%,$0,-100%
Crimson Nights,59kg+,33,5,4,7,16%,49%,$5.98,-28%
Crimson Nights,1 - 5,1,1,-,-,100%,100%,$1.67,67%
Crimson Nights,6 - 7,13,2,3,3,16%,62%,$2.63,-60%
Crimson Nights,8 - 10,14,2,1,3,15%,43%,$17,21%
Crimson Nights,11 - 12,5,-,-,1,0%,20%,$0,-100%
Crimson Nights,First Up,5,-,1,1,0%,40%,$0,-100%
Crimson Nights,Second Up,4,1,1,-,25%,50%,$0,-100%
Crimson Nights,Third Up,4,-,-,1,0%,25%,$0,-100%
Grey Market,Career,14,3,1,1,22%,36%,$5.9,-16%
Grey Market,12 Mths,13,3,1,1,24%,39%,$5.9,-9%
Grey Market,Last 10,10,2,1,1,20%,40%,$1.8,-82%
Grey Market,Firm,3,-,-,-,0%,0%,$0,-100%
Grey Market,Good,1,1,-,-,100%,100%,$10,900%
Grey Market,Turf,4,1,-,-,25%,25%,$10,150%
Grey Market,1001 - 1300m,10,3,1,1,30%,50%,$5.9,18%
Grey Market,1301 - 1500m,2,-,-,-,0%,0%,$0,-100%
Grey Market,1501 - 2000m,2,-,-,-,0%,0%,$0,-100%
Grey Market,1 - 3,5,1,1,-,20%,40%,$10,100%
Grey Market,4 - 6,5,2,-,1,40%,60%,$1.8,-64%
Grey Market,7 - 10,4,-,-,-,0%,0%,$0,-100%
Grey Market,$10001 - $20000,8,2,1,1,25%,50%,$1.8,-77%
Grey Market,$20001 - $35000,6,1,-,-,17%,17%,$10,67%
Grey Market,59kg+,14,3,1,1,22%,36%,$5.9,-16%
Grey Market,1 - 5,4,2,1,1,50%,100%,$10,150%
Grey Market,6 - 7,5,1,-,-,20%,20%,$1.8,-64%
Grey Market,8 - 10,5,-,-,-,0%,0%,$0,-100%
Grey Market,First Up,2,1,-,-,50%,50%,$10,400%
Grey Market,Second Up,1,-,-,-,0%,0%,$0,-100%
Grey Market,Third Up,1,-,-,-,0%,0%,$0,-100%
X Gene,Career,17,3,3,2,18%,48%,$2.51,-56%
X Gene,12 Mths,10,2,2,2,20%,60%,$2.82,-44%
X Gene,Last 10,10,2,2,2,20%,60%,$2.82,-44%
X Gene,Firm,10,1,1,1,10%,30%,$1.91,-81%
X Gene,Good,3,-,1,-,0%,34%,$0,-100%
X Gene,Turf,13,1,2,1,8%,31%,$1.91,-85%
X Gene,0 - 1000m,3,-,-,2,0%,67%,$0,-100%
X Gene,1001 - 1300m,11,3,2,-,28%,46%,$2.51,-31%
X Gene,1301 - 1500m,2,-,1,-,0%,50%,$0,-100%
X Gene,1501 - 2000m,1,-,-,-,0%,0%,$0,-100%
X Gene,1 - 3,8,3,-,2,38%,63%,$2.51,-6%
X Gene,4 - 6,3,-,1,-,0%,34%,$0,-100%
X Gene,7 - 10,5,-,1,-,0%,20%,$0,-100%
X Gene,$5001 - $10000,6,2,2,1,34%,84%,$2.82,-6%
X Gene,$10001 - $20000,5,-,-,1,0%,20%,$0,-100%
X Gene,$20001 - $35000,5,1,1,-,20%,40%,$1.91,-62%
X Gene,$35001 - $75000,1,-,-,-,0%,0%,$0,-100%
X Gene,59kg+,17,3,3,2,18%,48%,$2.51,-56%
X Gene,1 - 5,1,-,-,-,0%,0%,$0,-100%
X Gene,6 - 7,4,1,1,1,25%,75%,$3.25,-19%
X Gene,8 - 10,11,2,2,1,19%,46%,$2.15,-61%
X Gene,11 - 12,1,-,-,-,0%,0%,$0,-100%
X Gene,First Up,3,-,1,1,0%,67%,$0,-100%
X Gene,Second Up,2,-,-,-,0%,0%,$0,-100%
X Gene,Third Up,2,-,-,-,0%,0%,$0,-100%
Tiergarten,Career,30,3,6,2,10%,37%,$3.2,-68%
Tiergarten,12 Mths,6,-,-,1,0%,17%,$0,-100%
Tiergarten,Last 10,10,-,2,1,0%,30%,$0,-100%
Tiergarten,Firm,5,-,1,1,0%,40%,$0,-100%
Tiergarten,Good,24,3,4,1,13%,34%,$3.2,-60%
Tiergarten,Turf,29,3,5,2,11%,35%,$3.2,-67%
Tiergarten,1001 - 1300m,7,-,1,-,0%,15%,$0,-100%
Tiergarten,1301 - 1500m,2,-,-,-,0%,0%,$0,-100%
Tiergarten,1501 - 2000m,21,3,5,2,15%,48%,$3.2,-54%
Tiergarten,1 - 3,16,2,2,1,13%,32%,$3.3,-59%
Tiergarten,4 - 6,8,-,4,1,0%,63%,$0,-100%
Tiergarten,7 - 10,6,1,-,-,17%,17%,$3,-50%
Tiergarten,$0 - $5000,1,-,-,-,0%,0%,$0,-100%
Tiergarten,$10001 - $20000,4,-,1,1,0%,50%,$0,-100%
Tiergarten,$20001 - $35000,9,-,1,1,0%,23%,$0,-100%
Tiergarten,$35001 - $75000,14,3,4,-,22%,50%,$3.2,-31%
Tiergarten,$75001+,2,-,-,-,0%,0%,$0,-100%
Tiergarten,59kg+,30,3,6,2,10%,37%,$3.2,-68%
Tiergarten,1 - 5,4,-,2,-,0%,50%,$0,-100%
Tiergarten,6 - 7,10,2,3,1,20%,60%,$3.3,-34%
Tiergarten,8 - 10,12,-,-,1,0%,9%,$0,-100%
Tiergarten,11 - 12,4,1,1,-,25%,50%,$3,-25%
Tiergarten,First Up,7,1,-,-,15%,15%,$3,-57%
Tiergarten,Second Up,4,1,-,-,25%,25%,$3.8,-5%
